,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,tags,replies,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,gif_url,gif_thumb,video_url,video_thumb,is_quote_status,quote_id,quote_url,is_reply_to,has_parent_tweet
4078,1072149826907791360,1072145994366705669,1544455412000,2018-12-10,22:23:32,WIB,845226807854968833,15andsp,Andre,,Di Bandung Mobile Customer Servixe dan Mall Pelayanan Publik dimana ya min? Kalau ke cabang ngantrinya minta ampun hehe,[],"[{'id': 845226807854968833, 'id_str': '845226807854968833', 'screen_name': '15andsp'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/15andsp/status/1072149826907791360,,,,,,0,0,,1,1
4079,1072148946032553984,1072148946032553984,1544455202000,2018-12-10,22:20:02,WIB,294067837,ninrina,Rina Rahayu,,"@BPJSKesehatanRI Min, klo untuk lahiran. Udah mulessss bgt nih dan ternyata RS yg deket itu tipe B. Ga mesti pakai rujukan gpp kan ya min ?",[],"[{'id': 294067837, 'id_str': '294067837', 'screen_name': 'ninrina'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/ninrina/status/1072148946032553984,,,,,,0,0,,0,0
4090,1072137775506350080,1072111274920566786,1544452539000,2018-12-10,21:35:39,WIB,139141064,heynesa,Anesa Mahareel,,Tapi saya ga punya rekening tabungan di Bank yang disebutkan diatas. Bagaimana ya baiknya?,[],"[{'id': 139141064, 'id_str': '139141064', 'screen_name': 'heynesa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/heynesa/status/1072137775506350080,,,,,,0,0,,1,1
4094,1072135347083993088,1072135347083993088,1544451960000,2018-12-10,21:26:00,WIB,14961798,yudhim_iskandar,Muh. Yudhi Iskandar,,@BPJSKesehatanRI min lahir normal di cover BPJS ga yah?,[],"[{'id': 14961798, 'id_str': '14961798', 'screen_name': 'yudhim_iskandar'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/yudhim_iskandar/status/1072135347083993088,,,,,,0,0,,0,0
4095,1072135173922148354,1072135173922148354,1544451919000,2018-12-10,21:25:19,WIB,419323319,agee_wp,AGEE,,Min @BPJSKesehatanRI peserta dengan nomer VA 8888801292514131 tagihanya berapa ya skrg? Terimakasih.,[],"[{'id': 419323319, 'id_str': '419323319', 'screen_name': 'agee_wp'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,1,,[],https://twitter.com/agee_wp/status/1072135173922148354,,,,,,0,0,,0,0
4096,1072133980948811776,1070873054228623360,1544451635000,2018-12-10,21:20:35,WIB,326506067,diwajuns,Diwa Rohman Junaedi,,Ok terimakasih atas penjelasannya,[],"[{'id': 326506067, 'id_str': '326506067', 'screen_name': 'diwajuns'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/diwajuns/status/1072133980948811776,,,,,,0,0,,1,1
4099,1072131899055726593,1071392390932385793,1544451138000,2018-12-10,21:12:18,WIB,500928354,muh_mahdi,muhmahdi,,Lalu bagaimana pihak BPJS yang telat membayar kepada pihak rumah sakit hingga 3 bulan ??,[],"[{'id': 500928354, 'id_str': '500928354', 'screen_name': 'Muh_mahdi'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/Muh_mahdi/status/1072131899055726593,,,,,,0,0,,1,1
4101,1072129758660505600,1072129758660505600,1544450628000,2018-12-10,21:03:48,WIB,161155954,alpuper,Alive Putri Pertiwi,,@BPJSKesehatanRI kantor bpjs keseharan buka dari senin hingga hari apa ya?,[],"[{'id': 161155954, 'id_str': '161155954', 'screen_name': 'alpuper'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/alpuper/status/1072129758660505600,,,,,,0,0,,0,0
4102,1072128165139468293,1072128165139468293,1544450248000,2018-12-10,20:57:28,WIB,48253351,raymondkarinda,raymond karinda,,@BPJSKesehatanRI sy peserta bpjs kes dg no 0002489595952 atas nama B.L. RAYMOND KARINDA  sampai saat ini blm trm krt. .,[],"[{'id': 48253351, 'id_str': '48253351', 'screen_name': 'raymondkarinda'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/raymondkarinda/status/1072128165139468293,,,,,,0,0,,0,0
4104,1072122520969502720,1072122520969502720,1544448902000,2018-12-10,20:35:02,WIB,910875698977423365,aurorabutik17,Aurora Butik,,@BPJSKesehatanRI jika saya ganti faskes untuk kartunya bisa dicetak dmn ya ? Harus ke kantor bpjs mana ya ?,[],"[{'id': 910875698977423365, 'id_str': '910875698977423365', 'screen_name': 'aurorabutik17'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/aurorabutik17/status/1072122520969502720,,,,,,0,0,,0,0
4111,1072116176338149377,1072116176338149377,1544447390000,2018-12-10,20:09:50,WIB,1582361353,arisbinut,ARIS,,@BPJSKesehatanRI bln november bayar 300rb u bln okt dan nov (klas 3 utk 4 peserta) bln des mau bayar ket kartu kadaluwarsa tlg infonya,[],"[{'id': 1582361353, 'id_str': '1582361353', 'screen_name': 'arisbinut'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/arisbinut/status/1072116176338149377,,,,,,0,0,,0,0
4113,1072115002989932544,1072115002989932544,1544447110000,2018-12-10,20:05:10,WIB,1582361353,arisbinut,ARIS,,@BPJSKesehatanRI kenapa nggak bisa bayar iuran bpjs lewat internet banking,[],"[{'id': 1582361353, 'id_str': '1582361353', 'screen_name': 'arisbinut'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/arisbinut/status/1072115002989932544,,,,,,0,0,,0,0
4121,1072111274920566786,1072111274920566786,1544446221000,2018-12-10,19:50:21,WIB,139141064,heynesa,Anesa Mahareel,,@BPJSKesehatanRI Hallo mau tnya.. jika awalnya bpjs kshtn dibayarkan oleh perusahaan trs psrta brhenti bkrja&mau byar sndiri itu lsg byar sndri ke kantornya? Atau hrs ada brkas yg hrs diurus dlu ya? Tp ketika cek tagihan iuran di web dinyatakan tdk trcantum sbgai psrta perorangan,[],"[{'id': 139141064, 'id_str': '139141064', 'screen_name': 'heynesa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/heynesa/status/1072111274920566786,,,,,,0,0,,0,0
4123,1072108807302463489,1072053446172233730,1544445633000,2018-12-10,19:40:33,WIB,887294000884989952,parjalangdoli,Doli,,Trimakasih,[],"[{'id': 887294000884989952, 'id_str': '887294000884989952', 'screen_name': 'parjalangdoli'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/parjalangdoli/status/1072108807302463489,,,,,,0,0,,1,1
4124,1072107299370463237,1072107299370463237,1544445273000,2018-12-10,19:34:33,WIB,233111669,ranurhaliza,♕ zahra nurhaliza ♕,,"@BPJSKesehatanRI selamat malam min, ada yg mau saya tanyakan mohon cek dm nya. Terimakasih 🙏",[],"[{'id': 233111669, 'id_str': '233111669', 'screen_name': 'RaNurhaliza'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/RaNurhaliza/status/1072107299370463237,,,,,,0,0,,0,0
4127,1072102215769186304,1072047975013081089,1544444061000,2018-12-10,19:14:21,WIB,491300031,nurielfa,nuril,,"Oke min, makasih infonya.",[],"[{'id': 491300031, 'id_str': '491300031', 'screen_name': 'nurielfa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/nurielfa/status/1072102215769186304,,,,,,0,0,,1,1
4128,1072101219789762561,1072101219789762561,1544443824000,2018-12-10,19:10:24,WIB,960046240015687680,fathimahs_,siapaAku,,"Mlam admin @BPJSKesehatanRI mau tanya, keterangan d bawah ""denda : 88881"" mksudnya gmna admin ?  pic.twitter.com/z4BEQ028Lw",[],"[{'id': 960046240015687680, 'id_str': '960046240015687680', 'screen_name': 'fathimahs_'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/DuDePSwU8AEjRvc.jpg'],1,0,0,,[],https://twitter.com/fathimahs_/status/1072101219789762561,,,,,,0,0,,0,0
4131,1072096945286524929,1071973844229836800,1544442805000,2018-12-10,18:53:25,WIB,99109894,diniidinoii,Andini Chaniago,,saat ini saya bekerja. dan masih cuti melahirkan. jd saya daftarkan anak ke kantor bpjs aja ya?,[],"[{'id': 99109894, 'id_str': '99109894', 'screen_name': 'diniidinoii'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/diniidinoii/status/1072096945286524929,,,,,,0,0,,1,1
4136,1072089772133208064,1072089772133208064,1544441094000,2018-12-10,18:24:54,WIB,80075613,pandamoniums,Zaky Abdurrahman,,"@BPJSKesehatanRI halo Min? Mau pengaduan layanan di RSUD Soreang, saya jadwal operasi, puasa dari jam 12 malam, tapi tidak ada kejelasan kapan akan dilakukan tindakan operasi",[],"[{'id': 80075613, 'id_str': '80075613', 'screen_name': 'pandamoniums'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/pandamoniums/status/1072089772133208064,,,,,,0,0,,0,0
4143,1072087088470749184,1072053446172233730,1544440454000,2018-12-10,18:14:14,WIB,887294000884989952,parjalangdoli,Doli,,KK dan Ektp alamat baru ( domisili sekarang ) ya min ?,[],"[{'id': 887294000884989952, 'id_str': '887294000884989952', 'screen_name': 'parjalangdoli'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/parjalangdoli/status/1072087088470749184,,,,,,0,0,,1,1
4145,1072086559912996865,1072086559912996865,1544440328000,2018-12-10,18:12:08,WIB,1440917346,adjiesurjadji,Adjie,,@BPJSKesehatanRI mohon info  ini app bpjs bukan ya ? Saya coba buka dg no bpjs  kenapa tdk bisa ya ? Terimakasih  pic.twitter.com/zs9xi1VN01,[],"[{'id': 1440917346, 'id_str': '1440917346', 'screen_name': 'adjiesurjadji'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],['https://pbs.twimg.com/media/DuDRCMgU4AAC-aa.jpg'],1,0,0,,[],https://twitter.com/adjiesurjadji/status/1072086559912996865,,,,,,0,0,,0,0
4147,1072082258754859008,1072047975013081089,1544439303000,2018-12-10,17:55:03,WIB,491300031,nurielfa,nuril,,"Misal lapor di hari ke-3 setelah persalinan, itu biaya perawatan bayi dari hari pertama lahir udah tercover kan min?",[],"[{'id': 491300031, 'id_str': '491300031', 'screen_name': 'nurielfa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],5,0,0,,[],https://twitter.com/nurielfa/status/1072082258754859008,,,,,,0,0,,1,1
4148,1072081500005224448,1072081500005224448,1544439122000,2018-12-10,17:52:02,WIB,84531291,fitrahananda90,Fitrah Ananda,,"@BPJSKesehatanRI 1 no hp bisa pakai 2 peserta? Saya mau daftar, sedangkan orang tua sy gak pakai hp, jadi pihak bpjs minta pakai nomor hp saya utk data org tua saya, sedangkan saya juga mau daftar tapi dengan no hp yg sama",[],"[{'id': 84531291, 'id_str': '84531291', 'screen_name': 'fitrahananda90'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/fitrahananda90/status/1072081500005224448,,,,,,0,0,,0,0
4149,1072081248195997696,1072070263410315264,1544439062000,2018-12-10,17:51:02,WIB,99855204,jazzyraaaa,Jazzyra Orvilya Axl,,Sudah laah makanya saya nanya kenapa gak ke autodebet ? Kmrn infonya maks tgl 10 setiap bulannya @BPJSKesehatanRI,[],"[{'id': 99855204, 'id_str': '99855204', 'screen_name': 'jazzyraaaa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/jazzyraaaa/status/1072081248195997696,,,,,,0,0,,1,1
4153,1072079770282733568,1072070263410315264,1544438710000,2018-12-10,17:45:10,WIB,99855204,jazzyraaaa,Jazzyra Orvilya Axl,,Sudah laah makanya saya nanya kenapa gak ke autodebet ? Kmrn infonya maks tgl 10 setiap bulannya,[],"[{'id': 99855204, 'id_str': '99855204', 'screen_name': 'jazzyraaaa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/jazzyraaaa/status/1072079770282733568,,,,,,0,0,,1,1
4159,1072072058962493441,1072072058962493441,1544436871000,2018-12-10,17:14:31,WIB,469079657,ariesmoerdhani,aries moerdhani,,"@BPJSKesehatanRI dear admin BPJS,saya ingin mengubah status bpjs kesehatan Dari perusahaan ke Mandiri, Dan bpjs saya terdaftar di Kota berbeda dengan Kota tempat saya tinggal sekarang? Apakah diperlukan Surat keterangan domisili untuk mendaftar di kantor bpjs tempat sekarang? Thx",[],"[{'id': 469079657, 'id_str': '469079657', 'screen_name': 'ariesmoerdhani'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],3,0,0,,[],https://twitter.com/ariesmoerdhani/status/1072072058962493441,,,,,,0,0,,0,0
4161,1072070263410315264,1072070263410315264,1544436443000,2018-12-10,17:07:23,WIB,99855204,jazzyraaaa,Jazzyra Orvilya Axl,,@BPJSKesehatanRI skrg sudah tgl 10 tapi kenapa rekening saya tdk ter autodebet untk pembayaran bpjs bulan ini ?,[],"[{'id': 99855204, 'id_str': '99855204', 'screen_name': 'jazzyraaaa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/jazzyraaaa/status/1072070263410315264,,,,,,0,0,,0,0
4162,1072069537472831488,1069882053418602496,1544436270000,2018-12-10,17:04:30,WIB,77882411,angelicamonic,monica gunawan,,"Sudah diurus tadi pagi, nomor kartu sudah keluar tapi saat mau pembayaran iuran, tertulis tagihan sudah terbayarkan. Padahal belum dibayar. Bisa bantu?",[],"[{'id': 77882411, 'id_str': '77882411', 'screen_name': 'angelicamonic'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/angelicamonic/status/1072069537472831488,,,,,,0,0,,1,1
4164,1072066638785077251,1071780672245706752,1544435579000,2018-12-10,16:52:59,WIB,395736440,annacupz,Anna Lie,,ohh gitu makasih yah infonya dan fast respon thanksss,[],"[{'id': 395736440, 'id_str': '395736440', 'screen_name': 'AnnaCupz'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/AnnaCupz/status/1072066638785077251,,,,,,0,0,,1,1
4165,1072066279454851072,1072066279454851072,1544435493000,2018-12-10,16:51:33,WIB,67575283,kristinagustina,Kristin Agustina,,"@BPJSKesehatanRI min, kok saya dari kemarin bayar bpjs gagal terus ya? Hari ini juga. Mohon bantuannya. Terima kasih",[],"[{'id': 67575283, 'id_str': '67575283', 'screen_name': 'kristinagustina'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/kristinagustina/status/1072066279454851072,,,,,,0,0,,0,0
4166,1072064864753840128,1072064864753840128,1544435156000,2018-12-10,16:45:56,WIB,910759219673964544,setiawan_fitris,Setiawan. F,,"@BPJSKesehatanRI kacamata plus/minus/silinder bs bpjs ga, syaratnya apa",[],"[{'id': 910759219673964544, 'id_str': '910759219673964544', 'screen_name': 'setiawan_fitris'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/setiawan_fitris/status/1072064864753840128,,,,,,0,0,,0,0
4168,1072063631280365569,1072046769066766336,1544434862000,2018-12-10,16:41:02,WIB,2968174812,yan_aquila89,YAN,,Trimakasih infonya.,[],"[{'id': 2968174812, 'id_str': '2968174812', 'screen_name': 'YAN_AQUILA89'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/YAN_AQUILA89/status/1072063631280365569,,,,,,0,0,,1,1
4170,1072060133847400448,1072047975013081089,1544434028000,2018-12-10,16:27:08,WIB,45880178,wahyu493,edgarblack,,Admin ini benarkah mohon pencerahan pic.twitter.com/dOgV1v3KOq,[],"[{'id': 45880178, 'id_str': '45880178', 'screen_name': 'wahyu493'}, {'id': 491300031, 'id_str': '491300031', 'screen_name': 'nurielfa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],['https://pbs.twimg.com/media/DuC5AQlU0AEY-ZP.jpg'],1,0,0,,[],https://twitter.com/wahyu493/status/1072060133847400448,,,,,,0,0,,1,1
4172,1072058385170751493,1071643081814855686,1544433611000,2018-12-10,16:20:11,WIB,2312885166,yanuarpramono,Yanuar Pramono Ady,,Jadi ini gimana pak Admin @BPJSKesehatanRI ????,[],"[{'id': 2312885166, 'id_str': '2312885166', 'screen_name': 'yanuarpramono'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],0,0,0,,[],https://twitter.com/yanuarpramono/status/1072058385170751493,,,,,,0,0,,1,1
4176,1072057664518053888,1071780672245706752,1544433439000,2018-12-10,16:17:19,WIB,395736440,annacupz,Anna Lie,,trs saya dgr kalo persalinan utk anak ktiga itu tdk di cover itu bener apa tidak ya???,[],"[{'id': 395736440, 'id_str': '395736440', 'screen_name': 'AnnaCupz'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/AnnaCupz/status/1072057664518053888,,,,,,0,0,,1,1
4180,1072056258562207744,1072011141667160064,1544433104000,2018-12-10,16:11:44,WIB,46342967,hidayatdwi,dwi hidayat,,Data sudah dikirim via DM. Tq,[],"[{'id': 46342967, 'id_str': '46342967', 'screen_name': 'hidayatdwi'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/hidayatdwi/status/1072056258562207744,,,,,,0,0,,1,1
4181,1072053875845156864,1072047975013081089,1544432536000,2018-12-10,16:02:16,WIB,491300031,nurielfa,nuril,,Tenggat waktu melapornya berapa hari setelah lahir min?,[],"[{'id': 491300031, 'id_str': '491300031', 'screen_name': 'nurielfa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/nurielfa/status/1072053875845156864,,,,,,0,0,,1,1
4182,1072053446172233730,1072053446172233730,1544432434000,2018-12-10,16:00:34,WIB,887294000884989952,parjalangdoli,Doli,,"@BPJSKesehatanRI saya dulu nya peserta bpjs kesehatan penerima upah ( kelas 2 ), sekarang saya sdh resign dari perusahaan dan pindah keluar propinsi ( pindah domisili ). Syarat apa saja untuk saya bawa ke kantor bpjs tempat saya domisili sekarang?",[],"[{'id': 887294000884989952, 'id_str': '887294000884989952', 'screen_name': 'parjalangdoli'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/parjalangdoli/status/1072053446172233730,,,,,,0,0,,0,0
4184,1072052713012121600,1072039271555457024,1544432259000,2018-12-10,15:57:39,WIB,95140334,ramamahesa,rama mahesa A,,Bukannya memang bener ada rekrutmen PTT min ?,[],"[{'id': 95140334, 'id_str': '95140334', 'screen_name': 'ramamahesa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}, {'id': 1962864307, 'id_str': '1962864307', 'screen_name': 'danniGladiss'}]",[],[],[],1,0,0,,[],https://twitter.com/ramamahesa/status/1072052713012121600,,,,,,0,0,,1,1
4186,1072051025098371073,1071918195433328640,1544431856000,2018-12-10,15:50:56,WIB,1051329726063636482,ghazyraiss,RaissGhazy,,"Maaf blm di jawab,apakah mutasi dr bpjs mandiri ke bpjs pbi langsung aktif hari itu juga atau 14hari kerja.trims",[],"[{'id': 1051329726063636482, 'id_str': '1051329726063636482', 'screen_name': 'GhazyRaiss'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/GhazyRaiss/status/1072051025098371073,,,,,,0,0,,1,1
4189,1072049984441176064,1071780672245706752,1544431608000,2018-12-10,15:46:48,WIB,395736440,annacupz,Anna Lie,,"min mau tanya,katanya BPJS tdk bisa dipakai untuk melahirkan,bisa mnt info maksudnya seperti apa?",[],"[{'id': 395736440, 'id_str': '395736440', 'screen_name': 'AnnaCupz'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/AnnaCupz/status/1072049984441176064,,,,,,0,0,,1,1
4190,1072048887706247169,1071918195433328640,1544431347000,2018-12-10,15:42:27,WIB,1051329726063636482,ghazyraiss,RaissGhazy,,"Trima kasih banyak..sangat membantu saya. Setelah pindah dari mandiri ke pbi, masa tunggu kartu untuk aktif berapa lama y. Trims",[],"[{'id': 1051329726063636482, 'id_str': '1051329726063636482', 'screen_name': 'GhazyRaiss'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/GhazyRaiss/status/1072048887706247169,,,,,,0,0,,1,1
4192,1072047975013081089,1072047975013081089,1544431129000,2018-12-10,15:38:49,WIB,491300031,nurielfa,nuril,,"@BPJSKesehatanRI min, syarat pendaftaran bpjs untuk bayi yg ortunya terdaftar sbg peserta BPJS-PPU gimana ya?",[],"[{'id': 491300031, 'id_str': '491300031', 'screen_name': 'nurielfa'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],2,0,0,,[],https://twitter.com/nurielfa/status/1072047975013081089,,,,,,0,0,,0,0
4193,1072046769066766336,1072046769066766336,1544430842000,2018-12-10,15:34:02,WIB,2968174812,yan_aquila89,YAN,,Min @BPJSKesehatanRI kalau sakit dibagian lutut /otot lutut & periksa/berobat di rumah sakit bisa MENGGUNAKAN BPJS TIDAK??? #TakonTenan,[],"[{'id': 2968174812, 'id_str': '2968174812', 'screen_name': 'YAN_AQUILA89'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,['#takontenan'],https://twitter.com/YAN_AQUILA89/status/1072046769066766336,,,,,,0,0,,0,0
4195,1072043294316621824,1071986283537326080,1544430013000,2018-12-10,15:20:13,WIB,578807441,bibinbarus,bintang,,bmt itu ap y kak..?,[],"[{'id': 578807441, 'id_str': '578807441', 'screen_name': 'bibinbarus'}, {'id': 2439899988, 'id_str': '2439899988', 'screen_name': 'mo_saviQ'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],0,0,0,,[],https://twitter.com/bibinbarus/status/1072043294316621824,,,,,,0,0,,1,1
4196,1072042725309014017,1071918195433328640,1544429877000,2018-12-10,15:17:57,WIB,1051329726063636482,ghazyraiss,RaissGhazy,,Apakah ada denda yg harus di bayar juga? Kalo tunggakan lebih dr setahun bgmn perhitungan nya.trimakasih,[],"[{'id': 1051329726063636482, 'id_str': '1051329726063636482', 'screen_name': 'GhazyRaiss'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/GhazyRaiss/status/1072042725309014017,,,,,,0,0,,1,1
4198,1072041167921963008,1071643081814855686,1544429506000,2018-12-10,15:11:46,WIB,2312885166,yanuarpramono,Yanuar Pramono Ady,,"Masalah nya RS nya ga mau kasi rujukan ke RS lain ato fasilitas lain, dengan alasan yg akan bayar pihak RS tempat saya ber obat. Jd ini gimana @BPJSKesehatanRI ?????",[],"[{'id': 2312885166, 'id_str': '2312885166', 'screen_name': 'yanuarpramono'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",['bpjskesehatanri'],[],[],1,0,0,,[],https://twitter.com/yanuarpramono/status/1072041167921963008,,,,,,0,0,,1,1
4201,1072039806513729536,1072039271555457024,1544429182000,2018-12-10,15:06:22,WIB,1962864307,dannigladiss,Danni Gladissta,,Saya wanita min,[],"[{'id': 1962864307, 'id_str': '1962864307', 'screen_name': 'danniGladiss'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/danniGladiss/status/1072039806513729536,,,,,,0,0,,1,1
4203,1072039528750243840,1070873054228623360,1544429115000,2018-12-10,15:05:15,WIB,326506067,diwajuns,Diwa Rohman Junaedi,,"Min..apakah setelah rawat inap, ada kontrol ulang yg d rekomendasikan dokter biayanya ditanggung bpjs kesehatan?",[],"[{'id': 326506067, 'id_str': '326506067', 'screen_name': 'diwajuns'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],2,0,0,,[],https://twitter.com/diwajuns/status/1072039528750243840,,,,,,0,0,,1,1
4205,1072039237443235841,1070520846601441280,1544429046000,2018-12-10,15:04:06,WIB,1034299349180637184,aafajar08,Fajar,,"Min,numpang tanya,untk pembayaran peserta yg sudah meninggal apa bisa d mana saja atau harus sesuai ktp (bawa apa saja) terimakasih",[],"[{'id': 1034299349180637184, 'id_str': '1034299349180637184', 'screen_name': 'aafajar08'}, {'id': 1522337929, 'id_str': '1522337929', 'screen_name': 'BPJSKesehatanRI'}]",[],[],[],1,0,0,,[],https://twitter.com/aafajar08/status/1072039237443235841,,,,,,0,0,,1,1
